Airline,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Month_of_Journey,Day_of_Journey,Duration_min
Jet Airways,Delhi,Cochin,21,4,1.0,No Info,16079,June,Monday,395
IndiGo,Delhi,Cochin,5,8,0.0,No Info,5601,June,Wednesday,195
SpiceJet,Mumbai,Hyderabad,5,7,0.0,No Info,2753,June,Sunday,90
Jet Airways,Delhi,Cochin,22,4,1.0,In-flight meal not included,12898,June,Thursday,335
Multiple carriers,Delhi,Cochin,13,21,1.0,No Info,15603,March,Wednesday,480
IndiGo,Kolkata,Banglore,9,12,0.0,No Info,4174,April,Friday,165
IndiGo,Banglore,New Delhi,20,22,0.0,No Info,6144,March,Sunday,175
Jet Airways,Kolkata,Banglore,8,18,1.0,No Info,14781,May,Monday,590
IndiGo,Delhi,Cochin,21,3,1.0,No Info,6195,June,Saturday,345
Jet Airways,Kolkata,Banglore,6,8,1.0,In-flight meal not included,8586,May,Monday,825
IndiGo,Banglore,New Delhi,22,1,0.0,No Info,11934,March,Friday,170
Jet Airways,Delhi,Cochin,7,19,1.0,No Info,18581,June,Monday,715
Jet Airways,Kolkata,Banglore,21,4,1.0,No Info,13941,May,Sunday,450
SpiceJet,Kolkata,Banglore,6,9,0.0,No Info,3873,May,Wednesday,155
Jet Airways,Delhi,Cochin,11,19,1.0,No Info,14714,June,Wednesday,450
Air Asia,Kolkata,Banglore,15,22,2.0,No Info,11245,March,Sunday,450
IndiGo,Delhi,Cochin,11,1,1.0,No Info,6104,May,Monday,125
IndiGo,Delhi,Cochin,7,22,1.0,No Info,7094,March,Wednesday,165
Jet Airways,Kolkata,Banglore,6,4,1.0,In-flight meal not included,10031,March,Sunday,615
Jet Airways,Kolkata,Banglore,5,12,1.0,No Info,13941,May,Saturday,375
Multiple carriers,Delhi,Cochin,19,1,1.0,No Info,7198,June,Monday,390
SpiceJet,Banglore,New Delhi,9,12,0.0,In-flight meal not included,3873,March,Sunday,175
Air India,Kolkata,Banglore,14,16,0.0,No Info,5747,March,Tuesday,150
Air India,Kolkata,Banglore,9,13,1.0,No Info,8996,May,Monday,245
Multiple carriers,Delhi,Cochin,10,19,1.0,No Info,9103,May,Wednesday,505
Jet Airways,Banglore,New Delhi,18,9,1.0,1 Long layover,8450,March,Friday,170
Jet Airways,Kolkata,Banglore,16,10,1.0,No Info,14781,May,Wednesday,335
Jet Airways,Banglore,Delhi,8,11,0.0,No Info,7229,May,Saturday,180
IndiGo,Banglore,New Delhi,23,2,0.0,No Info,10067,March,Friday,170
Jet Airways,Delhi,Cochin,9,4,2.0,No Info,10909,April,Tuesday,405
IndiGo,Kolkata,Banglore,15,18,0.0,No Info,4804,April,Saturday,155
Jet Airways,Mumbai,Hyderabad,2,4,0.0,In-flight meal not included,4050,June,Saturday,85
Jet Airways,Kolkata,Banglore,20,23,1.0,No Info,14151,May,Wednesday,910
Jet Airways,Kolkata,Banglore,14,19,1.0,No Info,14781,May,Thursday,345
Vistara,Kolkata,Banglore,17,23,1.0,No Info,9870,June,Sunday,385
Air India,Delhi,Cochin,13,23,1.0,No Info,8907,May,Monday,570
Jet Airways,Banglore,New Delhi,22,7,1.0,No Info,8450,March,Friday,530
GoAir,Delhi,Cochin,7,12,1.0,No Info,6195,April,Monday,355
Jet Airways,Banglore,New Delhi,14,19,1.0,In-flight meal not included,7832,March,Thursday,305
Multiple carriers,Delhi,Cochin,8,15,1.0,No Info,11269,March,Thursday,395
Vistara,Banglore,New Delhi,16,18,0.0,No Info,5613,March,Sunday,155
IndiGo,Banglore,Delhi,0,3,0.0,No Info,4284,May,Wednesday,175
Air India,Delhi,Cochin,8,19,1.0,No Info,15197,March,Sunday,675
Jet Airways,Kolkata,Banglore,8,16,1.0,In-flight meal not included,9899,June,Wednesday,475
GoAir,Delhi,Cochin,10,19,1.0,No Info,3948,June,Thursday,540
Jet Airways,Banglore,New Delhi,8,8,1.0,In-flight meal not included,10405,March,Friday,680
Multiple carriers,Delhi,Cochin,11,1,1.0,No Info,15419,June,Sunday,115
Multiple carriers,Delhi,Cochin,8,18,1.0,No Info,15135,March,Sunday,625
Multiple carriers,Delhi,Cochin,6,12,1.0,No Info,13369,March,Thursday,395
Air Asia,Delhi,Cochin,20,7,1.0,No Info,6751,May,Thursday,625
Air India,Kolkata,Banglore,20,8,1.0,No Info,10203,May,Thursday,745
Jet Airways,Banglore,New Delhi,7,21,1.0,No Info,8450,March,Friday,140
Air India,Delhi,Cochin,7,19,2.0,No Info,12488,June,Wednesday,725
Jet Airways,Banglore,Delhi,7,10,0.0,In-flight meal not included,5198,April,Friday,180
Jet Airways,Banglore,Delhi,17,20,0.0,No Info,7229,May,Wednesday,180
Air India,Kolkata,Banglore,5,23,2.0,No Info,12723,June,Wednesday,325
Air India,Mumbai,Hyderabad,6,9,2.0,No Info,13169,March,Wednesday,910
Air India,Kolkata,Banglore,9,18,2.0,No Info,8366,May,Wednesday,535
Multiple carriers,Delhi,Cochin,6,21,1.0,No Info,7670,May,Thursday,180
Vistara,Banglore,Delhi,21,23,0.0,No Info,4668,June,Saturday,170
Air Asia,Delhi,Cochin,20,7,1.0,No Info,8327,March,Saturday,660
Jet Airways,Delhi,Cochin,20,12,1.0,In-flight meal not included,12898,May,Tuesday,220
IndiGo,Kolkata,Banglore,6,10,1.0,No Info,4226,May,Monday,240
Jet Airways,Delhi,Cochin,19,19,1.0,In-flight meal not included,10262,June,Thursday,705
Multiple carriers,Delhi,Cochin,4,19,1.0,No Info,10678,June,Monday,125
Air India,Delhi,Cochin,17,7,2.0,No Info,8052,March,Thursday,145
GoAir,Banglore,New Delhi,11,14,0.0,No Info,3898,March,Sunday,175
Air Asia,Kolkata,Banglore,10,12,0.0,No Info,3807,June,Wednesday,155
IndiGo,Delhi,Cochin,9,21,1.0,No Info,6838,June,Monday,705
IndiGo,Kolkata,Banglore,14,16,0.0,No Info,5224,April,Friday,150
GoAir,Delhi,Cochin,7,12,1.0,No Info,6633,May,Tuesday,355
Air Asia,Kolkata,Banglore,7,23,1.0,No Info,5192,May,Friday,235
IndiGo,Banglore,Delhi,22,1,0.0,No Info,4591,April,Thursday,170
Air India,Kolkata,Banglore,20,23,0.0,No Info,4880,May,Sunday,155
Jet Airways,Delhi,Cochin,19,4,1.0,In-flight meal not included,12373,May,Thursday,520
Air India,Delhi,Cochin,14,17,0.0,No Info,6094,April,Saturday,180
Jet Airways,Delhi,Cochin,20,12,1.0,In-flight meal not included,10262,June,Wednesday,220
Jet Airways,Delhi,Cochin,11,19,2.0,No Info,15439,April,Tuesday,440
IndiGo,Banglore,Delhi,23,2,0.0,No Info,4077,May,Monday,170
GoAir,Banglore,Delhi,20,23,0.0,No Info,4632,May,Saturday,165
Jet Airways,Kolkata,Banglore,9,18,1.0,No Info,12692,June,Thursday,505
Multiple carriers,Delhi,Cochin,17,1,2.0,No Info,19360,May,Saturday,460
Jet Airways,Banglore,New Delhi,11,8,1.0,In-flight meal not included,9134,March,Friday,515
Multiple carriers,Delhi,Cochin,14,21,1.0,No Info,13587,June,Monday,420
Jet Airways,Delhi,Cochin,17,19,1.0,No Info,15554,May,Thursday,810
Jet Airways,Banglore,New Delhi,19,22,0.0,No Info,7229,March,Saturday,160
IndiGo,Delhi,Cochin,8,22,1.0,No Info,7514,March,Wednesday,105
Jet Airways,Banglore,Delhi,7,10,0.0,In-flight meal not included,7229,June,Sunday,180
IndiGo,Delhi,Cochin,7,21,1.0,No Info,14871,March,Sunday,90
Multiple carriers,Delhi,Cochin,8,19,1.0,No Info,10529,May,Monday,615
IndiGo,Delhi,Cochin,7,22,1.0,No Info,6442,June,Wednesday,175
IndiGo,Kolkata,Banglore,15,20,1.0,No Info,5170,May,Tuesday,290
IndiGo,Delhi,Cochin,7,22,1.0,No Info,6442,May,Wednesday,175
IndiGo,Banglore,Delhi,0,3,0.0,No Info,3419,May,Monday,175
Jet Airways,Banglore,New Delhi,20,10,1.0,No Info,17261,March,Wednesday,110
SpiceJet,Chennai,Kolkata,8,10,0.0,In-flight meal not included,3543,June,Monday,135
Air Asia,Banglore,Delhi,11,13,0.0,No Info,3383,May,Sunday,165
Jet Airways,Banglore,New Delhi,18,11,1.0,In-flight meal not included,11087,March,Tuesday,270
Jet Airways,Banglore,Delhi,7,10,0.0,No Info,7229,April,Thursday,180
Multiple carriers,Delhi,Cochin,4,19,1.0,No Info,11249,March,Saturday,150
Jet Airways,Banglore,New Delhi,7,23,1.0,No Info,16736,March,Wednesday,240
Multiple carriers,Delhi,Cochin,9,15,1.0,No Info,8307,March,Thursday,390
Air India,Delhi,Cochin,17,9,1.0,No Info,7690,May,Saturday,245
Jet Airways,Delhi,Cochin,13,12,2.0,No Info,16704,May,Saturday,670
Air India,Delhi,Cochin,4,7,1.0,No Info,10315,March,Saturday,940
Air India,Kolkata,Banglore,7,8,1.0,No Info,12173,March,Sunday,835
Air India,Kolkata,Banglore,19,11,1.0,No Info,4227,April,Wednesday,245
IndiGo,Banglore,Delhi,6,8,0.0,No Info,3943,June,Wednesday,165
Jet Airways,Banglore,Delhi,11,14,0.0,In-flight meal not included,7229,June,Saturday,175
IndiGo,Banglore,New Delhi,7,10,0.0,No Info,7303,March,Saturday,175
Jet Airways,Banglore,New Delhi,18,7,1.0,In-flight meal not included,10972,March,Monday,60
Multiple carriers,Delhi,Cochin,10,21,1.0,No Info,7670,May,Saturday,640
Air India,Delhi,Cochin,10,19,1.0,No Info,8372,May,Wednesday,555
IndiGo,Delhi,Cochin,15,1,1.0,No Info,6628,June,Saturday,630
Jet Airways,Delhi,Cochin,13,12,1.0,In-flight meal not included,10262,June,Sunday,695
Jet Airways,Kolkata,Banglore,16,9,1.0,No Info,14178,May,Friday,290
Jet Airways,Delhi,Cochin,5,18,2.0,In-flight meal not included,8518,March,Wednesday,100
Vistara,Kolkata,Banglore,17,10,1.0,No Info,8452,June,Wednesday,345
Jet Airways,Delhi,Cochin,2,12,1.0,No Info,18371,June,Monday,620
SpiceJet,Mumbai,Hyderabad,13,14,0.0,In-flight meal not included,1965,April,Wednesday,90
Jet Airways,Delhi,Cochin,19,12,2.0,In-flight meal not included,10368,June,Saturday,305
Jet Airways,Kolkata,Banglore,20,18,1.0,No Info,11467,May,Monday,575
Jet Airways,Kolkata,Banglore,16,4,1.0,No Info,14781,May,Thursday,730
Air India,Mumbai,Hyderabad,20,9,1.0,No Info,9535,March,Wednesday,60
Air India,Mumbai,Hyderabad,21,22,0.0,No Info,2050,April,Wednesday,80
Jet Airways,Delhi,Cochin,19,4,2.0,In-flight meal not included,10368,June,Wednesday,535
Jet Airways,Kolkata,Banglore,8,22,1.0,In-flight meal not included,10031,March,Sunday,130
SpiceJet,Kolkata,Banglore,9,11,0.0,No Info,4491,April,Sunday,145
SpiceJet,Banglore,New Delhi,10,18,1.0,No Info,11401,March,Sunday,475
IndiGo,Chennai,Kolkata,14,17,0.0,No Info,3597,June,Thursday,140
Vistara,Kolkata,Banglore,17,9,1.0,No Info,7927,June,Wednesday,245
SpiceJet,Kolkata,Banglore,9,11,0.0,No Info,4174,May,Wednesday,145
Air India,Kolkata,Banglore,7,16,1.0,No Info,10203,May,Wednesday,555
Vistara,Kolkata,Banglore,7,20,1.0,No Info,8610,May,Thursday,70
Jet Airways,Banglore,Delhi,15,18,0.0,In-flight meal not included,5769,June,Wednesday,175
IndiGo,Kolkata,Banglore,11,14,0.0,No Info,5644,May,Wednesday,155
Jet Airways,Banglore,Delhi,6,8,0.0,No Info,7229,May,Wednesday,165
IndiGo,Kolkata,Banglore,6,10,1.0,No Info,4226,June,Sunday,240
IndiGo,Banglore,New Delhi,12,17,1.0,No Info,4588,March,Saturday,300
Jet Airways,Mumbai,Hyderabad,10,11,0.0,In-flight meal not included,4995,May,Tuesday,90
Jet Airways,Delhi,Cochin,17,12,1.0,In-flight meal not included,5406,April,Monday,425
Jet Airways,Delhi,Cochin,11,18,1.0,No Info,17024,March,Wednesday,440
SpiceJet,Delhi,Cochin,8,13,1.0,In-flight meal not included,5158,June,Sunday,270
Jet Airways,Mumbai,Hyderabad,10,11,0.0,No Info,8040,May,Wednesday,90
Jet Airways,Kolkata,Banglore,5,16,1.0,In-flight meal not included,10844,May,Saturday,635
Air India,Chennai,Kolkata,11,13,0.0,No Info,4667,May,Sunday,135
Jet Airways,Mumbai,Hyderabad,19,21,0.0,No Info,5678,April,Wednesday,90
Air India,Kolkata,Banglore,5,20,2.0,No Info,12513,May,Sunday,155
Jet Airways,Banglore,Delhi,7,10,0.0,No Info,8016,June,Thursday,180
SpiceJet,Chennai,Kolkata,17,20,0.0,In-flight meal not included,3543,June,Saturday,140
Jet Airways,Delhi,Cochin,17,4,1.0,In-flight meal not included,5963,March,Thursday,655
Jet Airways,Kolkata,Banglore,8,16,1.0,No Info,14781,May,Saturday,475
Jet Airways,Delhi,Cochin,9,12,1.0,In-flight meal not included,12373,May,Saturday,935
Jet Airways,Banglore,New Delhi,5,18,1.0,In-flight meal not included,9134,March,Friday,760
Jet Airways,Delhi,Cochin,14,4,2.0,In-flight meal not included,10919,June,Thursday,110
IndiGo,Delhi,Cochin,5,8,0.0,No Info,5601,June,Saturday,195
Jet Airways,Kolkata,Banglore,17,23,1.0,No Info,14151,May,Saturday,395
Air India,Kolkata,Banglore,12,7,2.0,No Info,10151,May,Monday,475
Vistara,Banglore,Delhi,9,12,0.0,No Info,5403,April,Thursday,170
IndiGo,Delhi,Cochin,2,7,1.0,No Info,6147,May,Monday,345
Multiple carriers,Delhi,Cochin,8,19,1.0,No Info,8371,March,Wednesday,620
Jet Airways,Delhi,Cochin,19,4,2.0,No Info,13014,June,Sunday,535
Air Asia,Banglore,Delhi,4,7,0.0,No Info,3383,May,Friday,170
SpiceJet,Chennai,Kolkata,17,20,0.0,No Info,7298,March,Wednesday,140
Jet Airways,Banglore,Delhi,7,10,0.0,In-flight meal not included,4544,April,Wednesday,180
Multiple carriers,Delhi,Cochin,8,15,1.0,No Info,15147,March,Wednesday,395
Multiple carriers,Delhi,Cochin,4,19,1.0,No Info,10782,March,Saturday,180
IndiGo,Delhi,Cochin,15,20,1.0,No Info,6027,May,Wednesday,290
Air India,Delhi,Cochin,6,8,1.0,No Info,6681,March,Wednesday,845
IndiGo,Banglore,Delhi,23,2,0.0,No Info,3943,June,Monday,170
Jet Airways,Delhi,Cochin,21,12,1.0,In-flight meal not included,12898,May,Monday,165
IndiGo,Delhi,Cochin,18,1,1.0,No Info,6628,June,Thursday,415
Air India,Delhi,Cochin,20,23,1.0,No Info,5022,April,Wednesday,870
Air India,Delhi,Cochin,7,7,2.0,No Info,12698,June,Monday,750
Air Asia,Delhi,Cochin,20,7,1.0,No Info,10794,June,Sunday,625
IndiGo,Delhi,Cochin,11,21,1.0,No Info,6416,June,Sunday,575
SpiceJet,Kolkata,Banglore,22,0,0.0,No Info,4622,March,Saturday,140
Air Asia,Kolkata,Banglore,19,22,0.0,No Info,4508,June,Thursday,150
Vistara,Kolkata,Banglore,7,22,1.0,No Info,8452,June,Wednesday,210
Air India,Kolkata,Banglore,16,8,2.0,No Info,13437,May,Sunday,250
Vistara,Chennai,Kolkata,17,20,0.0,No Info,11982,May,Saturday,140
Jet Airways,Kolkata,Banglore,18,12,1.0,In-flight meal not included,10844,May,Friday,305
Jet Airways,Delhi,Cochin,14,19,1.0,No Info,14714,June,Thursday,300
IndiGo,Delhi,Cochin,6,21,1.0,No Info,6093,June,Thursday,140
IndiGo,Delhi,Cochin,4,13,1.0,No Info,5307,April,Saturday,505
GoAir,Delhi,Cochin,14,19,1.0,No Info,10188,May,Wednesday,310
Jet Airways,Kolkata,Banglore,20,8,1.0,No Info,14571,June,Thursday,735
Jet Airways,Delhi,Cochin,19,4,2.0,No Info,10976,March,Wednesday,555
Jet Airways,Kolkata,Banglore,6,16,1.0,In-flight meal not included,10844,May,Friday,590
IndiGo,Kolkata,Banglore,20,22,0.0,No Info,4488,April,Tuesday,155
Air India,Delhi,Cochin,23,19,1.0,No Info,8582,May,Friday,495
Jet Airways,Delhi,Cochin,19,12,1.0,In-flight meal not included,10262,June,Monday,290
Vistara,Kolkata,Banglore,17,10,1.0,No Info,8662,May,Monday,345
Jet Airways,Mumbai,Hyderabad,15,17,0.0,In-flight meal not included,2071,March,Wednesday,90
Jet Airways,Banglore,New Delhi,22,15,1.0,In-flight meal not included,11087,March,Tuesday,260
Air India,Banglore,Delhi,21,23,0.0,No Info,5228,April,Thursday,170
Jet Airways,Kolkata,Banglore,6,16,1.0,No Info,12996,April,Monday,590
Jet Airways,Banglore,New Delhi,8,23,1.0,No Info,16736,March,Wednesday,180
Jet Airways,Kolkata,Banglore,18,10,1.0,No Info,13941,May,Wednesday,190
Air India,Banglore,New Delhi,13,22,1.0,No Info,9166,March,Friday,500
Air India,Delhi,Cochin,5,6,1.0,No Info,12677,March,Sunday,815
Air India,Chennai,Kolkata,11,13,0.0,No Info,4405,March,Sunday,135
Jet Airways,Kolkata,Banglore,9,23,1.0,No Info,12121,May,Monday,120
Air India,Banglore,Delhi,21,23,0.0,No Info,6121,June,Thursday,170
Jet Airways,Kolkata,Banglore,8,9,1.0,No Info,14388,May,Saturday,775
Jet Airways,Kolkata,Banglore,20,10,1.0,No Info,11467,April,Monday,150
Jet Airways,Banglore,New Delhi,21,10,1.0,No Info,13817,March,Tuesday,60
Air India,Mumbai,Hyderabad,19,20,0.0,No Info,3100,May,Monday,75
Multiple carriers,Delhi,Cochin,11,19,1.0,No Info,8266,May,Tuesday,455
Jet Airways,Kolkata,Banglore,19,23,1.0,No Info,13759,March,Sunday,940
IndiGo,Banglore,Delhi,0,3,0.0,No Info,3943,June,Sunday,170
Multiple carriers,Delhi,Cochin,18,1,1.0,No Info,12327,March,Wednesday,440
IndiGo,Mumbai,Hyderabad,6,7,0.0,No Info,4049,June,Wednesday,90
SpiceJet,Banglore,Delhi,21,0,0.0,In-flight meal not included,3573,June,Saturday,175
Air Asia,Kolkata,Banglore,19,22,0.0,No Info,4409,May,Wednesday,150
Air India,Delhi,Cochin,7,9,2.0,No Info,6565,March,Wednesday,860
IndiGo,Kolkata,Banglore,21,0,0.0,No Info,4174,April,Monday,160
Jet Airways,Banglore,Delhi,7,10,0.0,In-flight meal not included,4030,May,Friday,180
Air Asia,Kolkata,Banglore,10,12,0.0,No Info,4082,March,Thursday,155
Air India,Kolkata,Banglore,9,11,2.0,No Info,6117,May,Friday,835
Jet Airways,Banglore,New Delhi,5,12,1.0,In-flight meal not included,6163,March,Thursday,390
Jet Airways,Delhi,Cochin,16,4,1.0,In-flight meal not included,6540,March,Wednesday,745
SpiceJet,Kolkata,Banglore,15,20,1.0,No Info,4649,May,Sunday,315
Jet Airways,Delhi,Cochin,21,19,1.0,In-flight meal not included,10262,June,Sunday,550
IndiGo,Banglore,New Delhi,8,11,0.0,No Info,6144,March,Sunday,180
Jet Airways,Kolkata,Banglore,17,22,1.0,No Info,13067,May,Sunday,1025
Multiple carriers,Delhi,Cochin,10,1,1.0,No Info,7198,June,Sunday,210
Jet Airways,Kolkata,Banglore,16,23,1.0,No Info,13941,May,Wednesday,425
Jet Airways,Delhi,Cochin,9,4,2.0,In-flight meal not included,10368,June,Sunday,405
IndiGo,Kolkata,Banglore,20,23,0.0,No Info,4462,March,Wednesday,160
Air India,Kolkata,Banglore,5,13,2.0,No Info,8005,March,Sunday,470
Jet Airways,Kolkata,Banglore,18,22,1.0,In-flight meal not included,7064,April,Monday,940
Jet Airways,Kolkata,Banglore,20,21,1.0,No Info,12121,May,Wednesday,760
Air India,Delhi,Cochin,12,19,2.0,No Info,8918,May,Thursday,435
Air India,Kolkata,Banglore,9,21,1.0,No Info,8891,May,Sunday,745
Air India,Kolkata,Banglore,10,16,1.0,No Info,10203,May,Wednesday,375
Multiple carriers,Delhi,Cochin,13,21,1.0,No Info,8073,May,Wednesday,480
IndiGo,Delhi,Cochin,16,22,1.0,No Info,11237,March,Sunday,370
Jet Airways,Delhi,Cochin,6,4,2.0,No Info,13376,June,Wednesday,580
Multiple carriers,Delhi,Cochin,7,22,1.0,No Info,6513,June,Sunday,200
Jet Airways,Kolkata,Banglore,18,4,1.0,No Info,13731,May,Friday,585
Jet Airways,Kolkata,Banglore,20,19,1.0,In-flight meal not included,7064,April,Monday,710
Jet Airways,Banglore,New Delhi,5,19,1.0,No Info,16736,March,Wednesday,85
Multiple carriers,Delhi,Cochin,6,19,1.0,No Info,11789,June,Saturday,60
IndiGo,Delhi,Cochin,21,0,0.0,No Info,6834,May,Wednesday,195
IndiGo,Delhi,Cochin,16,1,1.0,No Info,6316,June,Saturday,570
Jet Airways,Delhi,Cochin,10,18,2.0,No Info,11869,March,Thursday,1205
Air Asia,Kolkata,Banglore,22,1,0.0,No Info,4384,March,Wednesday,150
IndiGo,Kolkata,Banglore,14,16,0.0,No Info,5644,April,Sunday,150
Air India,Delhi,Cochin,20,19,2.0,No Info,19681,March,Saturday,660
Multiple carriers,Delhi,Cochin,10,1,1.0,No Info,13377,June,Thursday,210
Multiple carriers,Delhi,Cochin,9,21,2.0,No Info,10090,March,Saturday,695
Jet Airways,Mumbai,Hyderabad,17,16,2.0,No Info,20845,March,Wednesday,660
Vistara,Banglore,Delhi,17,19,0.0,No Info,4878,June,Monday,155
IndiGo,Delhi,Cochin,7,16,1.0,No Info,6442,May,Saturday,515
SpiceJet,Banglore,Delhi,21,0,0.0,In-flight meal not included,3257,May,Monday,175
Jet Airways,Banglore,Delhi,6,8,0.0,In-flight meal not included,7229,June,Saturday,165
Air India,Kolkata,Banglore,20,13,2.0,No Info,15164,May,Wednesday,315
IndiGo,Banglore,New Delhi,10,13,0.0,No Info,10067,March,Sunday,170
Air India,Delhi,Cochin,14,17,0.0,No Info,5674,March,Friday,180
Jet Airways,Banglore,New Delhi,14,10,1.0,No Info,20800,March,Friday,500
IndiGo,Delhi,Cochin,6,22,1.0,No Info,7144,May,Saturday,220
Air India,Delhi,Cochin,5,8,0.0,No Info,6094,May,Monday,170
Jet Airways,Mumbai,Hyderabad,10,11,0.0,In-flight meal not included,4050,May,Saturday,90
SpiceJet,Chennai,Kolkata,9,12,0.0,In-flight meal not included,3859,June,Monday,135
Jet Airways,Delhi,Cochin,10,18,2.0,No Info,11664,March,Thursday,1230
Multiple carriers,Delhi,Cochin,7,21,2.0,In-flight meal not included,7731,March,Wednesday,130
Jet Airways,Kolkata,Banglore,9,19,1.0,No Info,12692,June,Wednesday,575
Air India,Delhi,Cochin,13,9,2.0,No Info,11307,May,Saturday,490
Jet Airways,Kolkata,Banglore,21,4,1.0,In-flight meal not included,8586,June,Sunday,450
IndiGo,Banglore,New Delhi,11,15,1.0,No Info,5746,March,Thursday,245
Multiple carriers,Delhi,Cochin,8,19,1.0,No Info,13378,March,Thursday,675
Air India,Banglore,New Delhi,17,19,0.0,No Info,7486,March,Sunday,165
SpiceJet,Chennai,Kolkata,9,12,0.0,No Info,7298,March,Wednesday,155
Multiple carriers,Delhi,Cochin,11,21,1.0,No Info,7005,June,Wednesday,560
IndiGo,Kolkata,Banglore,17,19,0.0,No Info,4804,May,Sunday,155
IndiGo,Delhi,Cochin,4,12,1.0,No Info,16162,March,Saturday,490
IndiGo,Banglore,Delhi,0,3,0.0,No Info,3419,April,Wednesday,175
Air Asia,Kolkata,Banglore,10,12,0.0,No Info,4409,April,Monday,155
Jet Airways,Banglore,Delhi,8,11,0.0,No Info,7229,April,Thursday,180
IndiGo,Banglore,New Delhi,16,21,1.0,No Info,5397,March,Friday,295
Jet Airways,Delhi,Cochin,14,19,1.0,In-flight meal not included,6542,April,Monday,300
GoAir,Delhi,Cochin,10,19,1.0,No Info,5281,March,Wednesday,535
Multiple carriers,Delhi,Cochin,12,19,1.0,No Info,8266,June,Thursday,385
Jet Airways,Delhi,Cochin,14,19,1.0,In-flight meal not included,10262,June,Wednesday,300
Vistara,Kolkata,Banglore,20,20,1.0,No Info,11105,March,Sunday,725
Jet Airways,Banglore,Delhi,8,11,0.0,In-flight meal not included,4544,April,Wednesday,180
Air India,Kolkata,Banglore,14,16,0.0,No Info,4960,March,Wednesday,150
Jet Airways,Banglore,New Delhi,8,5,1.0,No Info,16736,March,Wednesday,490
SpiceJet,Mumbai,Hyderabad,13,14,0.0,No Info,2227,May,Saturday,90
Air India,Mumbai,Hyderabad,6,7,0.0,No Info,3100,March,Friday,80
Air India,Mumbai,Hyderabad,21,22,0.0,No Info,3100,June,Sunday,80
SpiceJet,Kolkata,Banglore,6,9,0.0,No Info,3873,May,Saturday,155
IndiGo,Mumbai,Hyderabad,20,21,0.0,No Info,5232,March,Sunday,90
Jet Airways,Banglore,Delhi,18,22,0.0,In-flight meal not included,3359,May,Monday,185
IndiGo,Delhi,Cochin,7,12,1.0,No Info,7725,March,Wednesday,265
Air India,Banglore,New Delhi,21,23,0.0,No Info,4441,March,Sunday,170
Jet Airways,Kolkata,Banglore,21,10,1.0,In-flight meal not included,8529,June,Wednesday,775
Multiple carriers,Delhi,Cochin,4,13,1.0,No Info,14973,March,Sunday,560
Jet Airways,Kolkata,Banglore,8,19,1.0,No Info,14571,May,Friday,685
SpiceJet,Banglore,Delhi,21,0,0.0,In-flight meal not included,3257,June,Monday,175
